year,school_code,school_name,order_first_date,spreadsheet_first_date,total_circ,total_orders,total_revenue,dist_type
2014,SBD,University of California Santa Barbara,,2014-07-17,5650.0,834.0,149143.0,
2015,SBD,University of California Santa Barbara,,2015-07-06,5550.0,562.0,93127.0,
2016,SBD,University of California Santa Barbara,2016-07-05,2016-07-01,5600.0,549.0,96696.0,7
2017,SBD,University of California Santa Barbara,2017-07-17,2017-07-17,5600.0,457.0,72881.0,7
2018,SBD,University of California Santa Barbara,,2018-08-08,5600.0,277.0,44054.0,7
2019,SBD,University of California Santa Barbara,,2019-07-17,5600.0,448.0,81373.0,7
2014,UMS,The University of Mississippi,,2014-05-27,5514.0,468.0,82171.0,
2015,UMS,The University of Mississippi,,2015-05-20,4915.0,514.0,90266.0,
2016,UMS,The University of Mississippi,2016-06-05,2016-06-03,4510.0,343.0,65980.0,1
2017,UMS,The University of Mississippi,2017-06-04,2017-06-01,4942.0,330.0,63222.0,1
2018,UMS,The University of Mississippi,2018-05-08,2018-05-01,5089.0,332.0,68746.0,1
2019,UMS,The University of Mississippi,,2019-04-18,4527.0,349.0,79728.0,1
2014,CMI,Central Michigan University,,2014-04-24,3468.0,596.0,102036.0,
2015,CMI,Central Michigan University,,2015-04-23,3770.0,560.0,98478.0,
2016,CMI,Central Michigan University,2016-04-28,2016-04-25,3854.0,591.0,113093.0,1
2017,CMI,Central Michigan University,2017-04-24,2017-04-20,4320.0,504.0,94862.0,1
2018,CMI,Central Michigan University,2018-05-12,2018-05-07,3033.0,415.0,78891.0,1
2019,CMI,Central Michigan University,,2019-04-18,2786.0,402.0,79248.0,1
2014,NCH,University of North Carolina at Chapel Hill,,,0.0,16.0,1762.0,
2015,NCH,University of North Carolina at Chapel Hill,,2015-05-22,3711.0,452.0,86839.0,
2016,NCH,University of North Carolina at Chapel Hill,2016-05-12,2016-05-10,3174.0,453.0,91047.0,1
2017,NCH,University of North Carolina at Chapel Hill,2017-05-23,2017-05-22,4765.0,542.0,97586.0,1
2018,NCH,University of North Carolina at Chapel Hill,2018-05-19,2018-05-16,4071.0,494.0,89067.0,1
2019,NCH,University of North Carolina at Chapel Hill,,2019-05-22,3685.0,412.0,78291.0,1
2014,TEM,Temple University-Philadelphia,,2014-05-29,3413.0,503.0,94668.0,
2015,TEM,Temple University-Philadelphia,,2015-06-04,3643.0,414.0,76203.0,
2016,TEM,Temple University-Philadelphia,2016-05-18,2016-05-16,3320.0,389.0,78144.0,7
2017,TEM,Temple University-Philadelphia,2017-05-18,2017-05-17,3635.0,460.0,87432.0,7
2018,TEM,Temple University-Philadelphia,2018-05-18,2018-05-14,3323.0,376.0,77647.0,7
2019,TEM,Temple University-Philadelphia,,2019-05-10,2918.0,363.0,77737.0,7
2014,UVA,University of Virginia,,2014-05-23,3150.0,425.0,81599.0,
2015,UVA,University of Virginia,,2015-05-28,3345.0,392.0,78752.0,
2016,UVA,University of Virginia,2016-05-29,2016-06-01,4375.0,376.0,76025.0,7
2017,UVA,University of Virginia,2017-05-26,2017-05-17,3561.0,338.0,67540.0,7
2018,UVA,University of Virginia,2018-05-29,2018-05-22,3773.0,280.0,56316.0,7
2019,UVA,University of Virginia,,2019-05-28,3750.0,356.0,77551.0,7
2014,UCI,"University of California, Irvine",,2014-08-05,3849.0,295.0,48725.0,
2015,UCI,"University of California, Irvine",,2015-08-04,3758.0,240.0,37979.0,
2016,UCI,"University of California, Irvine",2016-08-11,2016-08-10,4292.0,271.0,45153.0,1
2017,UCI,"University of California, Irvine",2017-08-29,2017-08-28,4504.0,134.0,18056.0,1
2018,UCI,"University of California, Irvine",,2018-07-24,4368.0,225.0,39515.0,1
2019,UCI,"University of California, Irvine",,2019-07-19,4148.0,445.0,75089.0,1
2014,SLO,"Cal Poly, San Luis Obispo",,2014-05-30,5000.0,781.0,143874.0,
2015,SLO,"Cal Poly, San Luis Obispo",,2015-06-15,5000.0,767.0,139415.0,
2016,SLO,"Cal Poly, San Luis Obispo",2016-06-29,2016-06-30,6630.0,585.0,113991.0,7
2017,SLO,"Cal Poly, San Luis Obispo",2017-05-20,2017-05-15,6700.0,710.0,142194.0,7
2018,SLO,"Cal Poly, San Luis Obispo",2018-05-23,2018-05-24,7600.0,520.0,106585.0,7
2019,SLO,"Cal Poly, San Luis Obispo",,2019-06-06,5200.0,355.0,74466.0,7
2014,UHM,University of Hawaii at Manoa,,2014-06-17,3900.0,395.0,79423.0,
2015,UHM,University of Hawaii at Manoa,,2015-06-26,3850.0,324.0,62506.0,
2016,UHM,University of Hawaii at Manoa,2016-07-04,2016-05-09,3500.0,306.0,67870.0,7
2017,UHM,University of Hawaii at Manoa,2017-06-18,2017-05-19,4000.0,243.0,53265.0,7
2018,UHM,University of Hawaii at Manoa,2018-06-06,2018-06-01,3700.0,320.0,69427.0,7
2019,UHM,University of Hawaii at Manoa,,2019-05-29,3700.0,300.0,74290.0,7
2014,WIS,Winona State University,,2014-04-28,1834.0,447.0,71073.0,
2015,WIS,Winona State University,,2015-04-23,2688.0,414.0,65129.0,
2016,WIS,Winona State University,2016-05-02,2016-04-28,2589.0,299.0,54637.0,1
2017,WIS,Winona State University,2017-04-24,2017-04-21,2115.0,336.0,59338.0,1
2018,WIS,Winona State University,2018-04-28,2018-04-24,1703.0,298.0,52907.0,1
2019,WIS,Winona State University,,2019-04-18,1660.0,393.0,74129.0,1
2014,WLC,University of Wisconsin-La Crosse,,2014-04-28,2231.0,425.0,68291.0,
2015,WLC,University of Wisconsin-La Crosse,,2015-04-23,2256.0,437.0,67494.0,
2016,WLC,University of Wisconsin-La Crosse,2016-04-25,2016-04-21,2247.0,342.0,60532.0,1
2017,WLC,University of Wisconsin-La Crosse,2017-04-24,2017-04-21,2456.0,325.0,57582.0,1
2018,WLC,University of Wisconsin-La Crosse,2018-05-07,2018-05-01,2717.0,320.0,62304.0,1
2019,WLC,University of Wisconsin-La Crosse,,2019-04-18,2776.0,378.0,73691.0,1
2014,UNL,University of Nebraska-Lincoln,,2014-04-24,3784.0,697.0,109212.0,
2015,UNL,University of Nebraska-Lincoln,,2015-04-23,4156.0,639.0,103346.0,
2016,UNL,University of Nebraska-Lincoln,2016-04-28,2016-04-25,3768.0,535.0,94138.0,1
2017,UNL,University of Nebraska-Lincoln,2017-05-06,2017-05-05,3684.0,495.0,89270.0,1
2018,UNL,University of Nebraska-Lincoln,2018-05-06,2018-05-01,3916.0,515.0,95614.0,1
2019,UNL,University of Nebraska-Lincoln,,2019-04-18,3923.0,391.0,72908.0,1
2014,GVS,Grand Valley State University,,2014-06-11,3364.0,681.0,114830.0,
2015,GVS,Grand Valley State University,,2015-06-25,4225.0,573.0,93161.0,
2016,GVS,Grand Valley State University,2016-07-01,2016-06-28,3900.0,465.0,80796.0,7
2017,GVS,Grand Valley State University,2017-06-28,2017-06-26,3726.0,401.0,71765.0,7
2018,GVS,Grand Valley State University,2018-06-09,2018-06-11,3732.0,416.0,76238.0,7
2019,GVS,Grand Valley State University,,2019-06-10,3700.0,373.0,72799.0,7
2014,UTK,University of Tennessee-Knoxville,,2014-05-21,3828.0,445.0,82203.0,
2015,UTK,University of Tennessee-Knoxville,,2015-06-01,6032.0,384.0,66216.0,
2016,UTK,University of Tennessee-Knoxville,2016-05-14,2016-05-13,4772.0,483.0,90944.0,1
2017,UTK,University of Tennessee-Knoxville,2017-05-17,2017-05-15,4654.0,415.0,76499.0,1
2018,UTK,University of Tennessee-Knoxville,2018-06-09,2018-06-05,4240.0,342.0,63887.0,1
2019,UTK,University of Tennessee-Knoxville,,2019-06-07,4621.0,360.0,72446.0,1
2014,UNC,University of Northern Colorado,,2014-05-08,3188.0,248.0,50932.0,
2015,UNC,University of Northern Colorado,,2015-05-08,2455.0,282.0,56330.0,
2016,UNC,University of Northern Colorado,2016-04-25,2016-04-22,2652.0,360.0,78467.0,1
2017,UNC,University of Northern Colorado,2017-04-24,2017-04-20,1530.0,262.0,58988.0,1
2018,UNC,University of Northern Colorado,2018-05-07,2018-05-01,1869.0,297.0,61707.0,1
2019,UNC,University of Northern Colorado,,2019-04-18,1848.0,332.0,71609.0,1
2014,BCL,Boston College,,2014-05-16,2119.0,401.0,74996.0,
2015,BCL,Boston College,,2015-05-11,1976.0,481.0,86861.0,
2016,BCL,Boston College,,2016-05-19,2200.0,314.0,58941.0,1
2017,BCL,Boston College,2017-07-03,,0.0,6.0,1277.0,1
2018,BCL,Boston College,,,0.0,2.0,64.0,1
2019,BCL,Boston College,,2019-06-07,2419.0,388.0,71325.0,1
2014,UCT,University of Connecticut,,2014-05-23,3587.0,667.0,132320.0,
2015,UCT,University of Connecticut,,2015-05-27,4683.0,673.0,129354.0,
2016,UCT,University of Connecticut,2016-06-28,2016-06-28,4429.0,538.0,102430.0,1
2017,UCT,University of Connecticut,2017-07-17,,0.0,15.0,2004.0,1
2018,UCT,University of Connecticut,,2018-07-24,3872.0,208.0,36512.0,1
2019,UCT,University of Connecticut,,2019-06-24,3806.0,359.0,71041.0,1
2014,SFS,San Francisco State University,,2014-06-17,672.0,152.0,26704.0,
2015,SFS,San Francisco State University,,2015-05-11,2456.0,382.0,69316.0,
2016,SFS,San Francisco State University,2016-04-26,2016-04-21,2786.0,388.0,69101.0,1
2017,SFS,San Francisco State University,2017-05-12,2017-05-09,1891.0,304.0,56420.0,1
2018,SFS,San Francisco State University,2018-06-11,2018-06-05,1788.0,327.0,60970.0,4
2019,SFS,San Francisco State University,,2019-05-23,1836.0,372.0,70978.0,1
2014,FLU,Florida State University,,2014-06-18,4588.0,507.0,97549.0,
2015,FLU,Florida State University,,2015-06-23,5106.0,383.0,70033.0,
2016,FLU,Florida State University,2016-06-04,2016-06-02,5046.0,442.0,87402.0,1
2017,FLU,Florida State University,2017-06-03,2017-06-02,5581.0,535.0,100089.0,1
2018,FLU,Florida State University,2018-06-09,2018-06-06,4986.0,419.0,80865.0,1
2019,FLU,Florida State University,,2019-06-10,5458.0,380.0,70900.0,1
2014,OKU,Oklahoma State University,,2014-04-30,4826.0,577.0,97736.0,
2015,OKU,Oklahoma State University,,2015-04-27,3913.0,541.0,92597.0,
2016,OKU,Oklahoma State University,2016-05-11,2016-05-09,4290.0,520.0,99400.0,1
2017,OKU,Oklahoma State University,2017-04-27,2017-04-24,5654.0,547.0,99046.0,1
2018,OKU,Oklahoma State University,2018-05-07,2018-05-01,5333.0,339.0,69658.0,1
2019,OKU,Oklahoma State University,,2019-04-18,4206.0,383.0,70650.0,1
2014,UDA,University of Dayton,,2014-04-24,1842.0,321.0,58792.0,
2015,UDA,University of Dayton,,2015-05-11,2339.0,318.0,62261.0,
2016,UDA,University of Dayton,2016-05-21,2016-05-19,1897.0,229.0,45703.0,4
2017,UDA,University of Dayton,2017-05-20,2017-05-17,2240.0,362.0,71267.0,1
2018,UDA,University of Dayton,2018-05-07,2018-05-01,2218.0,367.0,73532.0,1
2019,UDA,University of Dayton,,2019-04-19,1991.0,340.0,70070.0,1
2014,UNR,University of Nevada-Reno,,2014-07-03,6425.0,339.0,68920.0,
2015,UNR,University of Nevada-Reno,,2015-06-25,2850.0,583.0,115579.0,
2016,UNR,University of Nevada-Reno,2016-06-23,2016-06-03,2600.0,504.0,106193.0,7
2017,UNR,University of Nevada-Reno,2017-07-12,2017-07-11,2800.0,382.0,72216.0,7
2018,UNR,University of Nevada-Reno,2018-05-29,2018-06-11,3400.0,421.0,90317.0,7
2019,UNR,University of Nevada-Reno,,2019-06-21,3100.0,290.0,69903.0,7
2014,KST,Kansas State University,,2014-04-24,3065.0,616.0,102316.0,
2015,KST,Kansas State University,,2015-04-23,3121.0,513.0,79722.0,
2016,KST,Kansas State University,2016-04-25,2016-04-21,3206.0,524.0,90498.0,1
2017,KST,Kansas State University,2017-04-24,2017-04-20,2741.0,376.0,66678.0,1
2018,KST,Kansas State University,2018-04-28,2018-04-24,2908.0,364.0,67006.0,1
2019,KST,Kansas State University,,2019-04-22,3584.0,354.0,69091.0,1
2014,MSO,Missouri State University,,2014-05-09,2842.0,611.0,98300.0,
2015,MSO,Missouri State University,,2015-04-23,3156.0,653.0,103207.0,
2016,MSO,Missouri State University,,2016-04-21,3006.0,462.0,82996.0,1
2017,MSO,Missouri State University,2017-04-23,2017-04-20,3465.0,408.0,78242.0,1
2018,MSO,Missouri State University,2018-05-07,2018-05-01,2929.0,408.0,77639.0,1
2019,MSO,Missouri State University,,2019-04-18,2507.0,366.0,68567.0,1
2014,CSC,"California State University, Chico",,2014-05-22,1294.0,272.0,50849.0,
2015,CSC,"California State University, Chico",,2015-05-06,1581.0,241.0,43788.0,
2016,CSC,"California State University, Chico",2016-05-09,2016-05-06,1571.0,310.0,63682.0,1
2017,CSC,"California State University, Chico",2017-05-15,2017-05-12,1692.0,362.0,69095.0,1
2018,CSC,"California State University, Chico",2018-05-28,2018-05-21,2043.0,257.0,49669.0,7
2019,CSC,"California State University, Chico",,2019-06-07,1838.0,339.0,67821.0,1
2014,ERA,Embry-Riddle Aeronautical University - AZ,,2014-05-16,725.0,156.0,28371.0,
2015,ERA,Embry-Riddle Aeronautical University - AZ,,2015-06-04,800.0,201.0,40420.0,
2016,ERA,Embry-Riddle Aeronautical University - AZ,2016-06-22,2016-05-04,800.0,151.0,31931.0,7
2017,ERA,Embry-Riddle Aeronautical University - AZ,2017-05-10,2017-06-27,775.0,177.0,35079.0,7
2018,ERA,Embry-Riddle Aeronautical University - AZ,2018-05-06,2018-05-01,1202.0,185.0,39961.0,1
2019,ERA,Embry-Riddle Aeronautical University - AZ,,2019-04-18,816.0,311.0,67792.0,1
2014,WMU,Western Michigan University,,2014-07-09,3300.0,270.0,50917.0,
2015,WMU,Western Michigan University,,2015-06-24,4000.0,378.0,67644.0,
2016,WMU,Western Michigan University,2016-07-06,2016-06-30,2740.0,288.0,52497.0,7
2017,WMU,Western Michigan University,2017-06-29,2017-06-28,4000.0,282.0,45921.0,7
2018,WMU,Western Michigan University,2018-06-04,2018-06-18,4000.0,310.0,56007.0,7
2019,WMU,Western Michigan University,,2019-05-29,4000.0,332.0,66111.0,7
2014,UAT,University of Alabama,,2014-07-01,5934.0,448.0,80883.0,
2015,UAT,University of Alabama,,2015-07-07,6743.0,304.0,55254.0,
2016,UAT,University of Alabama,2016-07-03,2016-07-01,6619.0,268.0,56327.0,7
2017,UAT,University of Alabama,2017-07-09,2017-07-07,7390.0,245.0,45999.0,7
2018,UAT,University of Alabama,2018-05-19,2018-07-12,6525.0,227.0,44554.0,7
2019,UAT,University of Alabama,,2019-06-11,6026.0,319.0,65930.0,7
2014,MTU,Montclair State University,,2014-06-04,1888.0,437.0,86781.0,
2015,MTU,Montclair State University,,2015-04-24,2341.0,413.0,77491.0,
2016,MTU,Montclair State University,2016-05-23,,,43.0,8099.0,7
2017,MTU,Montclair State University,2017-06-08,2017-06-07,1802.0,277.0,52781.0,1
2018,MTU,Montclair State University,,2018-06-14,1709.0,249.0,50049.0,1
2019,MTU,Montclair State University,,2019-06-06,1740.0,328.0,65184.0,1
2014,CWU,Central Washington University,,2014-04-25,1025.0,264.0,44149.0,
2015,CWU,Central Washington University,,2015-05-11,1378.0,377.0,64507.0,
2016,CWU,Central Washington University,2016-05-14,2016-05-11,1664.0,356.0,69510.0,1
2017,CWU,Central Washington University,2017-04-24,2017-04-20,2288.0,393.0,74988.0,1
2018,CWU,Central Washington University,2018-05-15,2018-05-11,1397.0,316.0,61797.0,1
2019,CWU,Central Washington University,,2019-06-12,1735.0,345.0,65116.0,1
2014,BCM,Berklee College of Music,,,,,,
2015,BCM,Berklee College of Music,,,,,,
2016,BCM,Berklee College of Music,,,,,,
2017,BCM,Berklee College of Music,,,,,,
2018,BCM,Berklee College of Music,,2018-07-24,935.0,142.0,31069.0,1
2019,BCM,Berklee College of Music,,2019-06-04,912.0,275.0,65095.0,1
2014,BAL,Ball State University,,2014-05-23,3500.0,418.0,71636.0,
2015,BAL,Ball State University,,2015-05-29,3400.0,476.0,75797.0,
2016,BAL,Ball State University,2016-05-19,2016-05-17,2558.0,612.0,115025.0,7
2017,BAL,Ball State University,2017-05-20,2017-05-18,3000.0,614.0,106667.0,7
2018,BAL,Ball State University,2018-05-21,2018-05-18,3051.0,485.0,84096.0,7
2019,BAL,Ball State University,,2019-05-17,3000.0,331.0,64918.0,7
2014,UML,University of Massachusetts Lowell,,2014-05-15,1467.0,394.0,73607.0,
2015,UML,University of Massachusetts Lowell,,2015-05-19,1378.0,279.0,51546.0,
2016,UML,University of Massachusetts Lowell,2016-05-19,2016-05-17,1547.0,310.0,58263.0,4
2017,UML,University of Massachusetts Lowell,2017-05-20,2017-05-19,1893.0,392.0,69534.0,1
2018,UML,University of Massachusetts Lowell,2018-05-12,2018-05-08,1756.0,359.0,72731.0,1
2019,UML,University of Massachusetts Lowell,,2019-05-09,3663.0,332.0,64497.0,1
2014,UCF,University of Central Florida,,2014-04-09,5527.0,682.0,119411.0,
2015,UCF,University of Central Florida,,2015-07-20,4350.0,77.0,12624.0,
2016,UCF,University of Central Florida,2016-06-04,2016-06-02,6511.0,436.0,84532.0,7
2017,UCF,University of Central Florida,2017-06-13,2017-06-14,5601.0,302.0,53073.0,7
2018,UCF,University of Central Florida,2018-05-27,,0.0,37.0,6435.0,1
2019,UCF,University of Central Florida,,2019-06-18,3625.0,337.0,63716.0,1
2014,MSA,Colorado Mesa University,,2014-06-19,1126.0,282.0,48487.0,
2015,MSA,Colorado Mesa University,,2015-04-23,1295.0,316.0,58119.0,
2016,MSA,Colorado Mesa University,2016-04-25,2016-04-21,1484.0,325.0,62810.0,1
2017,MSA,Colorado Mesa University,2017-04-24,2017-04-20,1516.0,245.0,49472.0,1
2018,MSA,Colorado Mesa University,2018-05-09,2018-05-04,1302.0,255.0,49629.0,4
2019,MSA,Colorado Mesa University,,2019-04-19,1494.0,332.0,63645.0,4
2014,SON,Sonoma State University,,2014-05-01,1800.0,466.0,90512.0,
2015,SON,Sonoma State University,,2015-04-24,800.0,321.0,59365.0,
2016,SON,Sonoma State University,2016-05-16,2016-05-17,1558.0,313.0,62831.0,7
2017,SON,Sonoma State University,2017-05-09,2017-05-08,1750.0,334.0,70106.0,7
2018,SON,Sonoma State University,2018-06-11,2018-06-05,1800.0,280.0,56560.0,7
2019,SON,Sonoma State University,,2019-05-02,1800.0,272.0,62614.0,7
2014,EKU,Eastern Kentucky University,,2014-04-24,1717.0,343.0,62052.0,
2015,EKU,Eastern Kentucky University,,2015-04-23,1767.0,368.0,62952.0,
2016,EKU,Eastern Kentucky University,2016-04-25,2016-04-21,1762.0,336.0,67097.0,1
2017,EKU,Eastern Kentucky University,2017-04-26,2017-04-25,1821.0,309.0,62513.0,1
2018,EKU,Eastern Kentucky University,2018-05-12,2018-05-08,1893.0,254.0,50604.0,1
2019,EKU,Eastern Kentucky University,,2019-04-18,2053.0,318.0,62614.0,1
2014,ODU,Old Dominion University,,2014-05-30,2212.0,417.0,79475.0,
2015,ODU,Old Dominion University,,2015-05-28,2486.0,393.0,74246.0,
2016,ODU,Old Dominion University,2016-05-02,2016-04-29,2323.0,388.0,77589.0,1
2017,ODU,Old Dominion University,2017-05-27,2017-05-25,1878.0,352.0,68019.0,1
2018,ODU,Old Dominion University,2018-05-21,2018-05-17,1815.0,375.0,76369.0,1
2019,ODU,Old Dominion University,,2019-04-30,1844.0,304.0,62343.0,1
2014,TLN,Tulane University,,,0.0,239.0,44537.0,
2015,TLN,Tulane University,,,0.0,8.0,928.0,
2016,TLN,Tulane University,2016-07-31,2016-07-29,3889.0,116.0,23375.0,1
2017,TLN,Tulane University,2017-06-06,2017-06-05,3961.0,236.0,51666.0,1
2018,TLN,Tulane University,2018-05-05,2018-05-01,2006.0,333.0,72486.0,1
2019,TLN,Tulane University,,2019-05-01,1788.0,273.0,62220.0,1
2014,UKS,University of Kansas,,2014-04-24,3778.0,386.0,70013.0,
2015,UKS,University of Kansas,,2015-04-23,3848.0,351.0,66283.0,
2016,UKS,University of Kansas,2016-04-28,2016-04-26,3923.0,361.0,70990.0,1
2017,UKS,University of Kansas,2017-05-13,2017-05-10,3616.0,373.0,73119.0,1
2018,UKS,University of Kansas,2018-05-25,2018-05-18,3121.0,265.0,53175.0,1
2019,UKS,University of Kansas,,2019-05-24,3607.0,318.0,61972.0,1
2014,NCG,University of North Carolina-Greensboro,,2014-04-29,2441.0,396.0,73185.0,
2015,NCG,University of North Carolina-Greensboro,,2015-04-23,3016.0,387.0,69162.0,
2016,NCG,University of North Carolina-Greensboro,2016-04-25,2016-04-21,2810.0,363.0,68958.0,1
2017,NCG,University of North Carolina-Greensboro,2017-04-24,2017-04-20,2656.0,327.0,61562.0,1
2018,NCG,University of North Carolina-Greensboro,2018-04-29,2018-04-24,2849.0,308.0,57337.0,1
2019,NCG,University of North Carolina-Greensboro,,2019-04-18,2657.0,307.0,61902.0,1
2014,TUF,Tufts University,,2014-07-11,1300.0,277.0,52809.0,
2015,TUF,Tufts University,,2015-07-03,1300.0,195.0,36744.0,
2016,TUF,Tufts University,2016-06-12,2016-06-17,1300.0,196.0,40263.0,7
2017,TUF,Tufts University,2017-07-04,,0.0,17.0,3114.0,7
2018,TUF,Tufts University,,,0.0,6.0,1001.0,1
2019,TUF,Tufts University,,2019-06-18,1750.0,288.0,60874.0,7
2014,UMI,University of Michigan,,2014-07-11,6436.0,517.0,86809.0,
2015,UMI,University of Michigan,,2015-07-14,5992.0,477.0,84842.0,
2016,UMI,University of Michigan,2016-07-14,2016-07-14,6000.0,412.0,75269.0,7
2017,UMI,University of Michigan,2017-07-06,2017-06-29,7014.0,453.0,82350.0,7
2018,UMI,University of Michigan,2018-06-11,2018-07-13,7000.0,150.0,23612.0,7
2019,UMI,University of Michigan,,2019-07-08,6587.0,319.0,60081.0,7
2014,LMU,Loyola Marymount University,,2014-05-09,1259.0,304.0,58351.0,
2015,LMU,Loyola Marymount University,,2015-05-05,1634.0,305.0,57619.0,
2016,LMU,Loyola Marymount University,2016-05-12,2016-05-09,1240.0,230.0,49109.0,1
2017,LMU,Loyola Marymount University,2017-05-11,2017-05-08,1423.0,242.0,50673.0,1
2018,LMU,Loyola Marymount University,2018-05-15,2018-05-09,1516.0,314.0,68823.0,1
